,filename,target
527,mocap_pianist01_EXAG_3_chunk1.npy,134
528,mocap_pianist02_STILL_179_chunk4.npy,88
529,mocap_pianist01_NORMAL_83.npy,213
530,mocap_pianist02_EXAG_124_chunk2.npy,28
531,mocap_pianist02_STILL_194_chunk3.npy,105
532,mocap_pianist02_STAC_117_chunk1.npy,20
533,mocap_pianist02_NORMAL_188_chunk1.npy,98
534,mocap_pianist01_STAC_42.npy,214
535,mocap_pianist01_NORMAL_82_chunk2.npy,192
536,mocap_pianist02_NORMAL_144.npy,213
537,mocap_pianist01_NORMAL_24_chunk3.npy,128
538,mocap_pianist01_STILL_31.npy,215
539,mocap_pianist01_LEG_37_chunk2.npy,142
540,mocap_pianist01_EXAG_33.npy,211
541,mocap_pianist01_LEG_81_chunk1.npy,191
542,mocap_pianist02_STILL_134_chunk2.npy,39
543,mocap_pianist01_STILL_46_chunk1.npy,152
544,mocap_pianist02_LEG_201_chunk5.npy,114
545,mocap_pianist01_LEG_20_chunk2.npy,112
546,mocap_pianist02_NORMAL_189_chunk3.npy,99
547,mocap_pianist01_NORMAL_97_chunk2.npy,208
548,mocap_pianist01_STILL_104_chunk5.npy,6
549,mocap_pianist02_NORMAL_204_chunk5.npy,117
550,mocap_pianist01_EXAG_16_chunk2.npy,67
551,mocap_pianist02_STILL_194_chunk1.npy,105
552,mocap_pianist02_LEG_171.npy,212
553,mocap_pianist02_EXAG_168_chunk3.npy,76
554,mocap_pianist02_STILL_211_chunk2.npy,125
555,mocap_pianist02_EXAG_137_chunk1.npy,42
556,mocap_pianist02_LEG_200_chunk7.npy,113
557,mocap_pianist01_LEG_52_chunk2.npy,159
558,mocap_pianist01_STAC_86_chunk1.npy,196
559,mocap_pianist02_LEG_172_chunk2.npy,81
560,mocap_pianist02_NORMAL_204_chunk7.npy,117
561,mocap_pianist02_LEG_186_chunk4.npy,96
562,mocap_pianist01_STILL_13.npy,215
563,mocap_pianist01_NORMAL_70.npy,213
564,mocap_pianist02_STAC_192_chunk3.npy,103
565,mocap_pianist02_NORMAL_144_chunk2.npy,50
566,mocap_pianist02_STILL_179_chunk2.npy,88
567,mocap_pianist02_STILL_209_chunk4.npy,122
568,mocap_pianist01_LEG_95_chunk3.npy,206
569,mocap_pianist01_EXAG_91_chunk2.npy,202
570,mocap_pianist01_STAC_59.npy,214
571,mocap_pianist02_NORMAL_190_chunk4.npy,101
572,mocap_pianist01_STAC_101_chunk1.npy,3
573,mocap_pianist01_EXAG_64_chunk3.npy,172
574,mocap_pianist01_NORMAL_84_chunk1.npy,194
575,mocap_pianist02_STILL_195_chunk4.npy,106
576,mocap_pianist02_STAC_191.npy,214
577,mocap_pianist02_LEG_141_chunk3.npy,47
578,mocap_pianist02_LEG_185_chunk1.npy,95
579,mocap_pianist01_STAC_42_chunk3.npy,148
580,mocap_pianist01_NORMAL_40.npy,213
581,mocap_pianist01_LEG_94_chunk4.npy,205
582,mocap_pianist02_NORMAL_173_chunk4.npy,82
583,mocap_pianist01_NORMAL_99_chunk5.npy,210
584,mocap_pianist02_LEG_202.npy,212
585,mocap_pianist01_STAC_28_chunk2.npy,132
586,mocap_pianist01_LEG_95_chunk2.npy,206
587,mocap_pianist02_NORMAL_130_chunk3.npy,35
588,mocap_pianist02_STAC_178_chunk1.npy,87
589,mocap_pianist02_NORMAL_204_chunk1.npy,117
590,mocap_pianist02_STILL_134_chunk3.npy,39
591,mocap_pianist01_STILL_47_chunk3.npy,153
592,mocap_pianist02_NORMAL_145.npy,213
593,mocap_pianist02_LEG_141_chunk1.npy,47
594,mocap_pianist01_STILL_46_chunk5.npy,152
595,mocap_pianist02_LEG_171_chunk3.npy,80
596,mocap_pianist01_STILL_29_chunk1.npy,133
597,mocap_pianist02_STILL_209_chunk3.npy,122
598,mocap_pianist01_EXAG_18_chunk1.npy,89
599,mocap_pianist01_EXAG_2_chunk1.npy,111
600,mocap_pianist01_STAC_87_chunk1.npy,197
601,mocap_pianist01_EXAG_76_chunk3.npy,185
602,mocap_pianist02_EXAG_182.npy,211
603,mocap_pianist01_NORMAL_72.npy,213
604,mocap_pianist02_EXAG_168_chunk2.npy,76
605,mocap_pianist01_LEG_80_chunk1.npy,190
606,mocap_pianist01_STILL_106_chunk5.npy,8
607,mocap_pianist02_STILL_210_chunk2.npy,124
608,mocap_pianist01_STILL_47.npy,215
609,mocap_pianist01_LEG_36_chunk5.npy,141
610,mocap_pianist02_LEG_141_chunk5.npy,47
611,mocap_pianist01_NORMAL_54.npy,213
612,mocap_pianist02_EXAG_183_chunk1.npy,93
613,mocap_pianist02_STILL_210_chunk6.npy,124
614,mocap_pianist01_EXAG_17.npy,211
615,mocap_pianist02_EXAG_107.npy,211
616,mocap_pianist01_LEG_81_chunk3.npy,191
617,mocap_pianist02_NORMAL_189_chunk4.npy,99
618,mocap_pianist01_EXAG_32_chunk1.npy,137
619,mocap_pianist01_STAC_102_chunk4.npy,4
620,mocap_pianist02_LEG_127_chunk1.npy,31
621,mocap_pianist01_STILL_74.npy,215
622,mocap_pianist02_STAC_192_chunk1.npy,103
623,mocap_pianist02_LEG_201_chunk7.npy,114
624,mocap_pianist02_STAC_132_chunk2.npy,37
625,mocap_pianist02_STILL_149.npy,215
626,mocap_pianist01_LEG_94_chunk5.npy,205
627,mocap_pianist01_STILL_88_chunk4.npy,198
628,mocap_pianist02_STAC_192_chunk2.npy,103
629,mocap_pianist01_STILL_88.npy,215
630,mocap_pianist01_EXAG_78_chunk4.npy,187
631,mocap_pianist02_EXAG_199_chunk3.npy,110
632,mocap_pianist01_EXAG_33_chunk3.npy,138
633,mocap_pianist02_STILL_150_chunk4.npy,57
634,mocap_pianist02_STILL_134.npy,215
635,mocap_pianist02_STAC_191_chunk1.npy,102
636,mocap_pianist01_NORMAL_54_chunk1.npy,161
637,mocap_pianist01_LEG_38_chunk1.npy,143
638,mocap_pianist02_EXAG_154_chunk1.npy,61
639,mocap_pianist02_NORMAL_143_chunk3.npy,49
640,mocap_pianist02_NORMAL_175_chunk2.npy,84
641,mocap_pianist01_EXAG_35.npy,211
642,mocap_pianist01_STILL_73_chunk4.npy,182
643,mocap_pianist02_EXAG_199_chunk6.npy,110
644,mocap_pianist02_STAC_116.npy,214
645,mocap_pianist01_EXAG_35_chunk3.npy,140
646,mocap_pianist01_LEG_36_chunk6.npy,141
647,mocap_pianist01_NORMAL_71_chunk2.npy,180
648,mocap_pianist01_NORMAL_70_chunk4.npy,179
649,mocap_pianist02_NORMAL_205_chunk6.npy,118
650,mocap_pianist01_EXAG_34_chunk4.npy,139
651,mocap_pianist01_STAC_60_chunk1.npy,168
652,mocap_pianist01_LEG_22_chunk1.npy,126
653,mocap_pianist01_NORMAL_9_chunk1.npy,200
654,mocap_pianist01_EXAG_78_chunk1.npy,187
655,mocap_pianist02_LEG_201_chunk2.npy,114
656,mocap_pianist01_NORMAL_41_chunk4.npy,147
657,mocap_pianist02_NORMAL_158_chunk1.npy,65
658,mocap_pianist02_LEG_142_chunk3.npy,48
659,mocap_pianist01_STILL_90_chunk3.npy,201
660,mocap_pianist01_STAC_27_chunk1.npy,131
661,mocap_pianist01_NORMAL_71_chunk1.npy,180
662,mocap_pianist01_LEG_95.npy,212
663,mocap_pianist02_EXAG_184_chunk3.npy,94
664,mocap_pianist02_LEG_156_chunk1.npy,63
665,mocap_pianist01_LEG_52_chunk1.npy,159
666,mocap_pianist01_STAC_85.npy,214
667,mocap_pianist01_NORMAL_39_chunk4.npy,144
668,mocap_pianist02_NORMAL_158_chunk2.npy,65
669,mocap_pianist02_EXAG_108_chunk1.npy,10
670,mocap_pianist01_STAC_43_chunk1.npy,149
671,mocap_pianist01_NORMAL_99_chunk3.npy,210
672,mocap_pianist01_LEG_79.npy,212
673,mocap_pianist01_EXAG_66_chunk3.npy,174
674,mocap_pianist02_LEG_186_chunk1.npy,96
675,mocap_pianist01_STILL_89_chunk2.npy,199
676,mocap_pianist01_EXAG_34_chunk5.npy,139
677,mocap_pianist01_STILL_104_chunk2.npy,6
678,mocap_pianist01_LEG_38.npy,212
679,mocap_pianist02_NORMAL_173_chunk3.npy,82
680,mocap_pianist02_LEG_170_chunk3.npy,79
681,mocap_pianist01_STILL_106_chunk2.npy,8
682,mocap_pianist02_LEG_142_chunk4.npy,48
683,mocap_pianist01_EXAG_78_chunk3.npy,187
684,mocap_pianist01_STAC_44_chunk4.npy,150
685,mocap_pianist02_STILL_121.npy,215
686,mocap_pianist01_STAC_12_chunk1.npy,23
687,mocap_pianist02_EXAG_153.npy,211
688,mocap_pianist02_STAC_148_chunk2.npy,54
689,mocap_pianist02_NORMAL_145_chunk5.npy,51
690,mocap_pianist01_EXAG_17_chunk2.npy,78
691,mocap_pianist01_EXAG_16_chunk1.npy,67
692,mocap_pianist01_EXAG_34_chunk3.npy,139
693,mocap_pianist01_EXAG_92_chunk2.npy,203
694,mocap_pianist02_LEG_186.npy,212
695,mocap_pianist01_EXAG_2_chunk2.npy,111
696,mocap_pianist01_LEG_36_chunk1.npy,141
697,mocap_pianist02_NORMAL_205_chunk7.npy,118
698,mocap_pianist01_NORMAL_56_chunk2.npy,163
699,mocap_pianist01_LEG_52.npy,212
700,mocap_pianist02_STAC_208_chunk5.npy,121
701,mocap_pianist01_STILL_105_chunk3.npy,7
702,mocap_pianist01_NORMAL_56_chunk1.npy,163
703,mocap_pianist02_LEG_110_chunk1.npy,13
704,mocap_pianist02_NORMAL_203_chunk3.npy,116
